id,requirement
Prj-13 - PR-596,The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.'
Prj-13 - PR-597,The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user's computer.'
Prj-14 - PR-598,Each team owner will need to use a username and password in order to be authenticated to reach the team owner's page'
Prj-14 - PR-599,The Commissioner will be the only authorized user per league to adjust league settings.'
Prj-14 - PR-600,Each page shall contain a navigation menu which shows the index into which the current page is contained.'
Prj-14 - PR-601,Each page shall contain a similar format with action items in one location and navigation buttons in a different location.'
Prj-14 - PR-602,The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.'
Prj-14 - PR-603,A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.'
Prj-14 - PR-604,Users shall be able to reach the 'add' 'drop' and 'trade player' pages with one click from the team owner's page.'
Prj-14 - PR-605,Users shall be able to view at least 25 NFL player statistics and points on each page.'
Prj-14 - PR-606,The application shall ask the user to confirm dropping a player or trading a player before performing the action.'
Prj-14 - PR-607,The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.'
Prj-14 - PR-608,The application shall have a downtime of at most 10 minutes per year.'
Prj-14 - PR-609,The application shall run on a web application server.'
Prj-14 - PR-610,A primary database will be used to store cached data for active users.'
Prj-14 - PR-611,A secondary database will be used to store historical statistics and data.'
Prj-14 - PR-612,Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.'
Prj-14 - PR-613,New System version releases shall be released at the beginning of each NFL season.'
Prj-15 - PR-614,The RFS system should be available 24/7  especially during the budgeting period. The RFS system shall be available 90\% of the time all year  and 98\% during the budgeting period. 2\% of the time  the system will become available within 1 hour of the time that the situation is reported.'
Prj-15 - PR-615,98\% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space:  400MB.'
Prj-15 - PR-616,98\% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls'
Prj-15 - PR-617,The RFS system should be able to easily interface with the BDW environment  in order to load the data. 7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process  every year. The data will be as of October month-end. Test files (7) shall be loaded up to 5 times throughout the year  from the BDW.'
Prj-15 - PR-618,Changes to revenue and expense formulae must be applied to the RFS system  every year  prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt  after which 2 weeks will be allotted to testing of the budget calculations  to be conducted jointly by the project development team and PCG Finance.'
Prj-15 - PR-619,New branches/complexes/districts/regions and revenue/expense accounts added to the BDW  must be reflected in the RFS system. 100\% of the entities (mentioned above) available as of October month-end  will be loaded into the RFS system  prior to the budget start process.'
Prj-15 - PR-620,Only authorized user shall access the RFS system. ONLY users that exist in the UAS system  with the RFS system assigned to their role(s)  shall access the RFS system and use it.'
Prj-15 - PR-621,User access should be limited to the permissions granted to their role(s). Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..'
Prj-15 - PR-622,The product must comply with the intranet page standards and requirements of ENET Securities. 95\% of the product look & feel will be approved by the Architecture group  prior to implementation. The remaining 5\% will be corrected and approved within one month of product release.'
Prj-15 - PR-623,The intranet pages should display appropriately in all resolutions  from 800x600 and higher. The display of all the pages will be correct in 95\% of the resolutions  prior to implementation. The remaining 5\% will be corrected within a week of notification of the incorrect display.'
Prj-15 - PR-624,The users should be able to easily use the system to successfully complete their budgets  within the stipulated time for completion. With a week of training prior to product implementation  98\% of the users shall complete their budgets within the stipulated time.'
Prj-15 - PR-625,The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90\% of the time. For 10\% of the time  the response time should not be more than 10 seconds.not be more than 10 seconds.'
