id,requirement
QuRE-997,"Also, the components shall have a sufficiently large appliance for balancing out of pressure, which facilitates effective pressure balancing outside of the plug connector."
QuRE-998,Module 1 is a large antenna module.
QuRE-999,The main function of the parameter database is to add large parameter settings to the system.
QuRE-1000,The depth image may be transmitted to a lower resolution in order to avoid large bandwidths.
QuRE-1001,"During these corrections, the maximum azimuth alignment deviation signalized on bus must not be greater than before correction, with the exception that the maximum azimuth alignment deviation after compensation is verified to be larger."
QuRE-1002,"The signals state 1 equal TRUE has to be transmitted if the `` distance within ego lane '' is fulfilled sufficiently for a stationary object, independent of whether it is the object with the lowest distance or an object with larger distance or a hidden object."
QuRE-1003,"It might be a good assumption to implement a parameter which allows larger residuals for segments which are further away, due to the angular error of radar sensor."
QuRE-1004,The sensor shall calculate the standard deviation of the estimated distance to the road border and report a correction value for which the reported distance to the road border may be larger.
QuRE-1005,"First extrapolations show that within the FoV of the near range scan and the far range scan about 150 stationary objects can be detected, tracked and/or predicted within a range of 100m in complex environments on highways; taking into account the additional range needed for obstacle classification the detection range and hence the number of detectable objects will be even larger."
QuRE-1006,The contractor shall consolidate small plug connections found on one component to form a larger plug connection.
QuRE-1007,This area will either be a separate display panel or a certain area within a larger display.
QuRE-1008,"Vehicle odometry data from the ESP to the radar sensor, may have a larger delay due to routing from Flexray to Ethernet via gateways and switches in between; to date one gateway (EIS) and one switch (IDC) is planned."
QuRE-1009,The component design shall allow to upgrade in a later design step to larger memory with the same footprint and the same interface without PCB modification.
QuRE-1010,Memory shall be chosen of a family which allows upgrade to larger memory capacity with the same footprint and processor interface.
QuRE-1011,PN may be superimposed by a larger error offset due to incorrect stored face proportions according to AGMR-1315.
QuRE-1012,Delivery status: The Dimensions of the amplifier housing may be extended to 1.5 of the specified dimension in chapter ANTA-1895 `` Large Module ''.
QuRE-1013,- Large parameter test: Full scope of testing as described in The instruction.
QuRE-1014,"The function shall be available as fast as possible, for this reason the range estimation statistics shall start for velocities not larger than 5km/h and typically above 0.5km/h."
QuRE-1015,The detection distance shall be larger than 60m.
QuRE-1016,The offset error of the EgoLane to the driven trajectory shall not be larger than the offset error of the DTR_LaneRadius to the driven trajectory within 90 % of the time period.
QuRE-1017,"Internal tracked objects with lateral relative distance larger than the specified maximum (102.3m, left hand side of vehicle) are masked and therefore not signalized on bus (all object attributes except Object ID are default values)."
QuRE-1018,- be used for large data failure statitics (i.e. calculation of false brakings over 300 000 km of measurements consisting of a mix of OEM data and supplier data)
QuRE-1019,- Distance between PV and O1 (length of hawser) should be larger than 10m.
QuRE-1020,This case has to be fulfilled without object loss to a large extent (according to CMSturn-Fkt_817 and CMSturn-Fkt_1646).
QuRE-1021,The search speller shall be used to select one entry from a large list of entries (e.g. a town list in navigation).
QuRE-1022,The flowing air test device shall create a flowing air region at least ten times larger than the test object (HF-MIC).
QuRE-1023,Large amounts of data (in dimensions of megabytes) can easily and quickly be put on a USB stick when they were first written to a local file.
QuRE-1024,"For all objects, the angle between the connecting lines from left edge point to middle edge point and from middle edge point to right edge point shall be not larger than 180° (acute angle), as seen from the system vehicle, i."
QuRE-1025,"For turning vehicles or objects migrating from an obtuse orientation angle to an acute orientation angle or vice versa, the transmitted values for the longitudinal and lateral relative velocity and the longitudinal acceleration shall not exhibit discontinuities larger than the specified accuracies."
QuRE-1026,Internal tracked objects with lateral velocity larger 51.1m / s are signalized on bus with the maximum value of 51.1m / s.
QuRE-1027,"If the maximum value for DTR_DistRoadBorder_Lt_MaxNegDev is reported on bus, the real distance to the road border may be larger than DTR_DistRoadBorder_Lt + DTR_DistRoadBorder_Lt_MaxNegDev."
QuRE-1028,"If the maximum value is reported on bus, the deviation of the reported distance is equal or larger than 2.8m and function reactions should be plausibilized using independent information."
QuRE-1029,a) engine rpm larger than 400 rpm for at least 500 milliseconds
QuRE-1030,For a velocity equal or larger than 266 km/h (corrected speedometer velocity which is displayed to the driver) this bit is set to `` 1 ''.
QuRE-1031,In this regard the front cover provides the black panel effect (e.g. by tuned transparency and black panel masking) and it provides an even front surface of the component (e.g. by a front cover larger than the display module and an even joint between trim ring and front cover).
QuRE-1032,"- Safe operation of the sensor must be possible with airgaps from 0,2 to2,1 millimetres (reduced accuracy for gaps larger than 1,4 millimetres will be accepted)"
QuRE-1033,"[out]: When TblEntries is larger than the available number of valid entries within the attenuation table, it shall be adapted to the number of valid entries."
QuRE-1034,All conductive parts of the housing have to be connected electrically conductive in distances not larger than 5 cm.
QuRE-1035,The time interval for SoC Check shall be larger than 140 days.
QuRE-1036,The sum of the individual-parts prices shall not be larger than the price of the complete battery (see OEM Standard Terms).
QuRE-1037,The rubber bowl may need to be modified from it's original hole diameter to seal around the CCPL socket that is larger in diameter than the fuel filler tube.
QuRE-1038,The OEM (Star) must be larger than the supplier logo.
QuRE-1039,- calculation of The size of a gap as Large as there is additional track between two objects
QuRE-1040,"Remark: This yaw angle difference affects the neccessary FoV for the sensor due to the tilt of the lanes to be surveyed and the specified minimum lane radius; the vehicle is positioned with a maximum lateral deviation to the lane so large, that the vehicle does not drive beyond the lane mark."
QuRE-1041,The intermediate measurements shall be performed as a parameter test (large) as per Chapter 5.5 of Appendix A of SPEC LV 124-2 [LH-5383].
QuRE-1042,"These algorithms shall work independently from driving conditions, e.g. driving not in line with preceding vehicle or large vehicle acceleration, deceleration and steering of the system vehicle."
QuRE-1043,"The results of the algorithm shall not be negatively influenced by large vehicle acceleration, decelerations or steering interactions."
QuRE-1044,"If the residual segment computation (e.g. inside a kalman filter least square ?Â&brvbar;) gets too large, the radar sensor shall start with a new segment. This parameter has to be agreed with OEM."
QuRE-1045,Note: this feature may not be activated automatically in case of large influence on system performance or function of the component.
QuRE-1046,For large cells and batteries the duration of exposure to the test temperature extremes should be at least 12 hours.
QuRE-1047,"Especially when testing a large number of fuse-links, allow sufficient cooling time to prevent the test fixture from overheating."
QuRE-1048,Note: This feature may not be activated automatically in case of large influence on system performance or function of the component.
QuRE-1049,If output power is not longer reduced and detection of an object is possible in the same system cycle the component has to set the signal '' DTR_SensOut_Rdc equal 0?Â on bus object interface.
QuRE-1050,"The long range radar information is needed for an increased performance using information of oncoming vehicles, normal traffic and stationary objects using the information of the relative longitudinal velocity."
QuRE-1051,"The long range radar shall support the function by the detection of PD ahead of the system vehicle and by providing necessary information like position (x, y), velocity (vx, vy) and quality measures."
QuRE-1052,Using the data fusion of the the long range radar and the camera (SMPC) the following measures are taken:
QuRE-1053,In the following all information periodically sent by the long range radar sensor will be described.
QuRE-1054,"Due to the long term availability of the DSP, Power-IC 's, ... the component shall be handeled as a critical part."
QuRE-1055,The peak current shall never be lower than the long term current.
QuRE-1056,Exceeding the long term current limit by a small amount shall expand the duration of higher current.
QuRE-1057,"During the long time load and the knee test, the maximal deflection has to be lower than 20 millimetres."
QuRE-1058,The fork shall intrude into the battery in the middle of the long side with a horizontal tooth orientation.
QuRE-1059,Due to the air insulation and the long thermal constant of the battery those temperatures will not be seen inside the battery.
QuRE-1060,Remark: The long feedback path between the rear loudspeakers and the front microphones OR the front loudspeakers and the rear microphones is controlled by feedback suppression as described in FInCC-23
QuRE-1061,Most keys shall have short and long press functionality.
QuRE-1062,"This serves to prevent damage that may be caused to the hardware by excessively long screws, short circuits, etc."
QuRE-1063,"2. Text Entry: The system offers an interface for text entry, that is used by multiple applications for free text input or selecting a named entry from a long list."
QuRE-1064,If the ON-button is pressed long the RCU shall stay in OFF-modus.
QuRE-1065,If the ON-button is pressed long the RCU shall deactivate the chosen display and turn into OFF-modus.
QuRE-1066,Easy Listening Moderate sound impression for relaxed long term listening
QuRE-1067,[SRC004d] It is possible to miss some restarts in 3S seconds operation mode because the rail pressure goes down if the stop mode lasts very long and there is not enough time to raise it up for restart.
QuRE-1068,In certain cases it may be necessary to limit engine speed as a long term adjustment.
QuRE-1069,Description: The precharging time for the on-board charger is too long.
QuRE-1070,The OBC shall monitor the Precharging functionality for being too long.
QuRE-1071,Description: The precharging time of the high-voltage on-board electrical system is too long.
QuRE-1072,The time dependence is distinguishing between short term and long term loads including a blending algorithm in between.
QuRE-1073,The fading between peak and long term current threshold must be based on the specification of the components inside the battery system.
QuRE-1074,After relaxation the cell voltage is measured two times with a sufficiently long time interval in between.
QuRE-1075,A dynamic behaviour of blending from short to long and vice versa is strongly recommended.
QuRE-1076,Further it calculates the current charge level of the battery by integration and determines the SOC by the quiescent voltage if the standby time is long enough.
QuRE-1077,It is irrelevant how long the button is kept pressed.
QuRE-1078,Remark: The possibility to overrun or underrun an object can mostly be determined not until a longer observation time which is not given in any case for detections coming from road border objects like guide posts.
QuRE-1079,"The signal state TUNNEL or TUNNEL_SENSITIV or CARPARK shall not applied after leaving the tunnel if there is no curve typically after 40m, in curves the states could be hold longer to avoid missed detection"
QuRE-1080,The driver shall support test pulses in order to provide testability of otherwise '' not-detectable?Â failures in case of a power stage being switched into a defined state for a longer time.
QuRE-1081,The real time clock must be able to cover longer periods of time and schedule events without inbetween wake ups.
QuRE-1082,If the parking time is longer the calculation has to be stopped.
QuRE-1083,"In this case, the ARC will be active for a much longer time compared to when used for regular Augmented Reality."
QuRE-1084,"In this case, the ARC will be active for a much longer time compared to when used for regular Augmented Reality."
QuRE-1085,There are no specific basic driving functions for component Long Range Radar.
QuRE-1086,"The Long Range Radar is called ""LRR"" in the OEM communication specification (""[K-Matrix]"")."
QuRE-1087,If a button is kept pressed the RCU shall set the Long Press Bit 0 in Key Identifier Byte.
QuRE-1088,The component LRR is a 76-77 GHz Long Range Radar Sensor with a wide horizontal field of view (+ / -
QuRE-1089,"At least 75 % of all objects of object category Ordinary with movement category Stationary shall have obj_ObstclDtct set to OBSTACLE not longer than 5 sensor cycles after entering ODA-Near or after becoming fully visible to the sensor within ODA-Near, whichever comes second."
QuRE-1090,"The sensor must not miss more than 50 objects of object category TAF-Ordinary per hour in ODA-Standing, where the objects movement category is either Moving or Stationary and the object is missed for longer than 1 sensor cycle and less than 8 sensor cycles."
QuRE-1091,The sensor must not predict and deliver sensor objects without measurements longer than 8 sensor cycles
QuRE-1092,"The sensor must not miss an object that changed its movement category from Moving to Accident for longer than 1 sensor cycle after the initial 4 sensor cycles after the accident, where a miss is an undelivered sensor object."
QuRE-1093,A partial on-device navigation database update (up to 20 % of full database size) shall not take longer than 7 minutes.
QuRE-1094,"2. invalid PWM-frequency: if the PWM-frequency is longer out of range of the specifications than the fault tolerance time, the control behaviour must be given (threshold, error message, temporal resolution, temporal correcting errors)"
QuRE-1095,"3. Static control deviation (offset): if the offset is longer out of range of the specifications than the fault tolerance time, the control behaviour must be given (threshold, error message, temporal resolution, temporal correcting errors )?Â&brvbar;"
QuRE-1096,"4. Position limits (voltage value position feedback unit): if the plausibility check of the positions limits is longer out of the range of the specifications than the fault tolerance time, the control behaviour must be given (threshold, error message, temporal resolution, temporal correcting errors )."
QuRE-1097,The ignition coil is de-energized in the case when the control pulse Vin is longer than the allowed maximum time.
QuRE-1098,The load limitation is activated if the summation of [EM2_TrqMax_Rq_MSSE + actual combustion engine torque] exceeds the torque limit M_Grenz_pos equal [positive permissible torque + torque offset for torque limitation] for longer than a calibratable debounce time t_M_Grenz_pos (150 milliseconds; calibratable until 300 milliseconds).
QuRE-1099,The load limitation is activated if the summation of [EM2_TrqMin_Rq_MSSE + minimum permissible drag torque of power train] undershoots the torque limit M_Grenz_neg equal [negative permissible torque + torque offset for the load limitation] for longer than a calibratable time t_M_Grenz_neg (150 milliseconds; calibratable until 300 milliseconds).
QuRE-1100,"Is there no vehicle traction standby release from level2 for a time longer than a calibratable time (1 second) after rising edge of T50, then the vehicle traction standby release (FBA_E2) will be irreversibly deactivated for the current driving cycle and an error will be stored in failure memory."
QuRE-1101,"The OBC shall detect a Circuit Low fault, if the output current of pin R_U exceeds 3.5 ampere for longer than 20 milliseconds."
QuRE-1102,"In the event of connecting the OBC (vehicle) to the mains, the inrush current drawn from the OBC (e.g. to precharge its internal bulk capacitor) shall not exceed the limits of a circuit breaker type B with a nominal current of 8 A, shall not exceed 48 A for a longer time periode than 5 milliseconds and shall not disturb RCDs."
QuRE-1103,"If the activation phase is longer than tLEDon, the LED is illuminated."
QuRE-1104,Final 8D must be available incl. proposed changes not longer than 4 weeks.
QuRE-1105,"This interface function is only needed for asynchronous monitors, i.e. when the time to detect a fault may be longer than the time to detect a passing system."
QuRE-1106,"If the following conditions are true for longer than PPNM_ISPLiVerifDebTime, then ISPLiOverallVerifFlt is set to 1:"
QuRE-1107,1: If the timer has been enabled for longer than PPNM_ISPLongStopTWait since the last reset.
QuRE-1108,If (ISPBatVolt less than 12.1 volts AND ISPBatCurr greater than 0 ampere AND PPNM_BCMGM1SOCContrlEnbl equal 1) for longer than 5 seconds a flag SOCContrlLowBatStopRq has to be set for 300 seconds.
QuRE-1109,If (ISPBatVolt < PPNM_BCMHELowVoltLmtTest and ISPBatCurr > PPNM_BCMHEBattCurrMin) for longer than 5 seconds a flag LowBatStopRq has to be set for 300 seconds.
QuRE-1110,BCDActSoc greater than PPNM_BCMBuckMdExtHigh or (PNHV_DrvInhMd_Rq equal 0 longer than 5 seconds)
QuRE-1111,If (BCMDCDCChrgFlt equal 1 for longer than 10 seconds) OR BCMDCDCChrgStop equal 1 for longer than 60 seconds) a nonvolatile flag `` DCDCNoCharge '' is set.
QuRE-1112,While BCMChrgRq greater than 0 and (PNHV_PN14_QuiesCurr_Md_Rq equal 0 for longer than 5 seconds) (i.e. charge only requested by PNM) the signal PN14_DCDC_BuckMd_Rq equal 1 to request the DCDC converter
QuRE-1113,While BCMChrgRq greater than 0 for longer than 5 seconds the signal ends.
QuRE-1114,"If the value of abs (ISPBatVoltFilt1 / ISPBatCurr_A) is equal or higher than PPNM_BCDBatTermMax for longer than PPNM_BCDBatTermDT, then BCDDynRes is set to 200, independent of the actual values of ISPLastValidRdi_mOhm or RdiRevFilt."
QuRE-1115,This flag is reset if ISPLiCellVOltDelta less than PPNM_BCDLiCellVDeltaMax for longer than PPNM_BCDLiCellVDeltaResetTime
QuRE-1116,The timer DDPTimerReset is expired if it runs longer than PPNM_DDPDTReset.
QuRE-1117,OR if (DDPHibernMdOpnRequest equal 1 AND DDPPreventHibernate equal 0)) for longer than PPNM_DDPOpenDelay then the Timer DDPTimerOpen is started and the internal signal DDPTimerOpenState is set to 1.
QuRE-1118,The timer DDPTimerOpen is also started if DIAG_DDPStart equal 2 for longer than 5 seconds (independent of the mentioned conditions above)
QuRE-1119,(PPNM_ICCSOCWarnHybridEnable equal 1 and VehSpeedDisp equal 0 and ISPBatCurr less than 0 for longer than PPNM_ICCSOCWarnDebTmHybrid)
QuRE-1120,"If ISASDCDCFlt equal 1 for longer than 10 s, then an error has to be stored"
QuRE-1121,A state change must only happen if the change condition is true longer than 50 milliseconds.
QuRE-1122,If PPNM_HWSSMTimeoutFltEnbl equal 1 and the hot start wire stays at low level for longer than the time PPNM_HWTMaxHotStart the output signal PN14_BackupRelay_HW_Fail is set to 1 until the next falling edge of ignition accessory
QuRE-1123,"If after a failure confirmation the Ignition is not on AND EF_Actv is off for longer than PPNM_HWDecErrIgnIffTime the emergency mode is left, the redundancy supply is switched off and the backup relay is not longer actuated."
QuRE-1124,"If the error-condition existed longer than the pretime, it has to be logical false for at least the duration of the posttime to revoke the output signal."
QuRE-1125,"If the vehicle was parked for longer than T_STANDBY, the position assignments of the four wheel sensors are redetermined in the subsequent trip."
QuRE-1126,In a new ignition cycle after a parking time longer than T_STANDBY the ECU starts with Press_Disp_Avl equal 0.
QuRE-1127,"At ignition restart after a parking time longer than T_STANDBY, start filling detection automatically."
QuRE-1128,Status display at ignition start after parking time longer than T_STANDBY:
QuRE-1129,"The KNFE-Mode shall be suitable for long time verification, especially to verify criteria which need an extensive testing to reach the needed confidence level (i.e. greater than 1000 km, greater than 50 h testing)."
QuRE-1130,"For details on short and long pushing and pressing see ""Feature List Telematic5STAR1 HU Entry Main"" [RD3582]."
QuRE-1131,After starting a long distance route calculation (e.g. across whole Europe or across whole US) the route guidance (incl. ADRs & map display in all zoom-levels) shall be available within 5 s.
QuRE-1132,The connector shall either be placed on the long side of the housing (30 millimetres x 120 millimetres) or on the short side of the housing (30 millimetres x 100 millimetres).
QuRE-1133,"Under all circumstances the sensor 's output pulses must be a true image of the moving target teeth, e.g. while change of rotational direction at any angle position, under vibration effects or at strong temperature change no ""missing tooth"" or additional pulse may occur, also after longer stop-periods and temperature changes (stop-start-mode of the engine)."
QuRE-1134,- long term adjustments like variant coding and adjustments shall be written directly into non volatile memory.
QuRE-1135,"17 data of type ""long"" (size: four byte) or any mixture of data types with added number of byte up to the specified limit."
QuRE-1136,Long time Storage period: same as storage life.
QuRE-1137,BCMChrgRqExt is set to 2 if ((BCDActSoc less than PPNM_BCMBuckMdExtLow) and (PNHV_DrvInhMd_Rq equal 1 longer than 5 seconds))
QuRE-1138,IF the duration of the drive cycle was long enough (BCDDrivingTime greater than PPNM_PNDSWDMinDrivingTime) the following percentages are calculated at the end of the drive cycle (x equal 1..16):
QuRE-1139,An active panic alarm may also be terminated by long pressing (greater than 1 seconds).
QuRE-1140,"If an active panic alarm is terminated, the alarm can be restarted immediately by subsequent long pressing (greater than or equal to 1 seconds)."
QuRE-1141,"An object 's obj_id shall remain the same as long as the object is tracked by the sensor, regardless whether the object is delivered as sensor object, as part of the sensor object list or not."
QuRE-1142,"If an object leaves the ODAs, the sensor shall deliver the corresponding sensor object as long as the sensor object is verified by sensor measurements."
QuRE-1143,"A failure rate is accepted for the signal states 1, 2 and 3 in case that the object is not located on the ego lane afterwards as long as the following conditions are existent:"
QuRE-1144,After initialization of the component after PowerOn the signal state has to be NOT_SELECTED / DEFAULT as long as no valid objects are emitted.
QuRE-1145,"In case the normal functionality (object detection) for the DTR sensor caused by over or under temperature (temperature range see component requirement specification: FBR5_Component Req english) not guaranteed / not possible and only restricted operation incl. FR communication possible, this bit has to be set to `` 1 '' as long as the temperature extreme value is exceeded."
QuRE-1146,Initialization value after power on / wakeup is `` SNA '' as long as no voltage values can be measured within the sensor on KL30 pin for ECU supply.
QuRE-1147,The events shall be active in diagnosis as long as SRD_SysDamp is NO_DAMP again.
QuRE-1148,The signal DTR_VehSpdCorrFctr_Qual shall set to FQUAL (2) as long as the plausibility of the used correction factor is valid.
QuRE-1149,"Stationary RADAR detections shall only attribute to one segment, as long as the residual error of segment computation is within the acceptable range."
QuRE-1150,"As long as no valid vehicle parameter is received by the radar a default value shall be used instead to avoid failures (e.g. division by zero, floating point exception, ...)."
QuRE-1151,As long as no valid vehicle parameter is received by the radar a default value shall be used instead: 0 m
QuRE-1152,"As long as no valid vehicle parameter is received by the radar and not stored NVM / EEPROM value is available from previous ignition cycles,"
QuRE-1153,"The Distronic sensor sends, as long as the signal is ""1"" and SCS_VehSpd_X is greater than 210km/h, for all objects DEFAULT values, the signal `` DTR_ObjMeas equal 0 '' und sets the algorithms if necessary in a secure condition."
QuRE-1154,The component RDU shall disable the driver assistance functions in case of `` DTR_SysDamp equal 2 or equal 3 '' and for `` SRD_SysDamp equal 2 or equal 3 '' and trigger the according message in the combi as long as the condition is present.
QuRE-1155,"Hint: A monitoring of SNA, DEFAULT values or OutOfRange of the operating parameters is only present as long as no values could be stored successfully in the NVM."
QuRE-1156,The component shall ensure a proper phantom supply as long as the system is able to output audio.
QuRE-1157,The BLURAY-drive-variant shall fullfill all requirements defined for DVD-drive versions as long as no special requirement for BLURAY drive variants is defined.
QuRE-1158,This means a customer can receive each update of the Travel Guide content as long as it is delivered by the client.
QuRE-1159,The actuators shall be controllable also during under- and overvoltage as long as the control unit does not get damaged hereby.
QuRE-1160,"It must be possible to switch off the external activation of the parking lock via the AUX-supply line (emergency path), as long as the component is fully functional."
QuRE-1161,The parking lock actuator shall be activated as long as the AUX-supply line is powered (typically 3 seconds).
QuRE-1162,"Writing of VIN shall only be possible as long as the immobilizer has not the state ""activated"" (equal locked)."
QuRE-1163,"If there is no message lost or SNA information from TCM before the first calibratable time is elapsed, then a key start is allowed as long as there is a valid starter release from the TCM"
QuRE-1164,As long as the value is greater than 0 the engine control module can be personalised.
QuRE-1165,Base software modules which are not provided by SLP 10 may be not fully AUTOSAR compliant as long as they do not compromise the RTE and SLP 10 module interfaces and functionalities (see SPEC 10730).
QuRE-1166,As long as there is no EVSEIsolationStatus is received SNA will be returned.
QuRE-1167,As long as there is no such information availabel SNA will be returned.
QuRE-1168,Note: SCC always tries to use the old session ID as long as the connector remains plugged.
QuRE-1169,"The precharge current shall be limited by the OBC itself (e.g. 2 ampere DC) as long as the actual HV Bus Voltage is lower than 50 volts DC, even if a higher Value is commanded."
QuRE-1170,As long as the CVN is not valid the transmitted data bytes for the CVN shall be set to 0x00.
QuRE-1171,After this first trigger the signal `` SC_ChargeRemainingTime '' shall be updated with each change on the value of `` Ecpm_TMinsFullChDurn '' as long as [PLGW-2704] does not apply.
QuRE-1172,The battery management system should follow this request as long as this is not critical for the battery.
QuRE-1173,The BMS shall evaluate interlock loop as long as the generator operates properly.
QuRE-1174,"There is no special requirement to the count of cells, as long as the specified power, voltage and energy requirements will be met in compliance with the maximum specified currents and voltage levels."
QuRE-1175,"For not supported processors the standard software modules shall be purchased from Vector Informatik by the contractor, as long as no accredited AUTOSAR conformance test is available."
QuRE-1176,The contractor isn't responsible for the audible feedback of the LIN connector as long as the OEM proposed connector type is used.
QuRE-1177,A Spice level 2 will be accepted as long as continuous measures during the development phase are obvious to attain Spice level 3.
QuRE-1178,No resident engineer is requested as long as client support is available on short call.
QuRE-1179,"As long as the belt buckle status cannot be recorded, the message `` Signal Not Available '' is present on the CAN."
QuRE-1180,The contents of the OCM_A1 message are used for activation of the restraint features as long as the WSS control unit sends the OCM_Frm1 message
QuRE-1181,"As long as DDPMonLevel equal 0, the DDP state remains in idle, meaning DDP is closed."
QuRE-1182,The signal IBS_ParkingTime_Reset_Rq is set to 1 as long as (OMCDrivingMode equal 1 AND PPNM_BSIParkResetEn equal 1) else 0
QuRE-1183,"c) being long enough to emulate driving scenarions,"
QuRE-1184,Test pulse duration shall be as short as possible (but long enough to allow safe error detection by the hardware).
QuRE-1185,"If IBS_ParkingTime - EPNM_BCD_LastParkingTime greater than PPNM_BCDLongParkTime and PPNM_BCDUseLongPark equal 1 the parking time is long enough to trust the discharge LUT, i.e. an internal signal LongPark is true while the conditions are true"
QuRE-1186,At the end of a long enough (i.e. t greater than 60 seconds) drive cycle the percentages of the times the rpm value was in the different categories compared to the duration of the whole drive cycle is calculated.
QuRE-1187,If the ON-button is pressed long the RCU shall deactivate the chosen display and turn into OFF-modus.
QuRE-1188,The fading between peak and long term current threshold must be based on the specification of the components inside the battery system.
QuRE-1189,For long term tests the following SOC setting shall be repeated:
QuRE-1190,"In case required due to long distance ground, sea or air freight transportation the contractor shall execute LISB battery re-charging and PDI re-testing within not more than one calendar week prior to delivery to any OEM location at a logistics & PDI testing facility close to the OEM shipping location if battery SOC falls below 80 % SOC."
QuRE-1191,To ensure a long battery life it is important to keep the cell strings balanced.
QuRE-1192,To prevent battery damage on long descending roads and on high temperature a protection has to be implemented that deactivates the recuperation if the battery is completely full.
QuRE-1193,"However, long pressing must not lead to the triggering of a new alarm."
QuRE-1194,Remark: A long press on the end-keys shall not end an existing OEM eCall.
QuRE-1195,For the vehicle V213 long version additional data is received from the vehicle.
QuRE-1196,The AR camera shall have a sufficient long term stability to be used as a dashcam.
QuRE-1197,"Where flash processors are used, the EEPROM can be replaced with flash memory if the much lower number of write cycles (1% - 0.1%) on the flash memory is sufficient."
QuRE-1198,Especially solid metal / plastic parts must be designed in such a way that the weight is as much reduced as possible but the needed strength can still be achieved.
QuRE-1199,The module developer shall try to minimize the different SW branches as much as technically and econommically possible.
QuRE-1200,The regulation shall be as much as possible unobstrusive for the customer.
QuRE-1201,"""Antenna coupling"" shall enable to transfer as much signaling power as possible from the mobile to the car 's phone antenna and vice versa."
QuRE-1202,The returned table shall contain as much entries as specified by the returned value of TblEntries.
QuRE-1203,"Shielding effectiveness of the total system: greater than 70 dB from 10 kilohertz up to 5 megahertz and 65 dB from 5 megahertz up to 500 megahertz (this means, the cables have to provide much higher shielding effectiveness), also after PV / DV."
QuRE-1204,"Shielding effectiveness of the total system: greater than 40 dB (this means, the cables have to provide much higher shielding effectiveness, typical: greater than 60 db), also after PV / DV"
QuRE-1205,"Since the HU may be used in different, incompatible car architectures, it is necessary to separate the vehicle domain from the telematic domain as much as possible."
QuRE-1206,All possible measures should be used to reduce power consumption as much as possible.
QuRE-1207,The Contractor shall be able to report how much of the Requirements Specification is covered by the Technical Specification.
QuRE-1208,"This application displays which power sources (combustion engine, electrical engine) are currently active, how much energy is currently consumed or recuperated (e.g. while braking) and the history of average energy consumption."
QuRE-1209,"For the following torque reduction- strategy it is important to know, how much the propulsion torque shall be reduced (value)."
QuRE-1210,For the further torque increasing strategy it is important to know how much the torque shall be increased (value).
QuRE-1211,"· CPU load measurement under worst case condition (CCp, regeneration active, high engine speed, ...) with detailed information which new function is consuming how much CPULoad in %"
QuRE-1212,The organization chart must show in percent of total availability how much time each individual will spend on the development of the Component described in the specifications.
QuRE-1213,"If a battery change was detected mileage and time of this change are stored with the information, how much the old battery has been discharged."
QuRE-1214,The driver parks into a really small parking space and wants to have a close look on how much space is left.
QuRE-1215,A detailed view on how much space is still left is given by the system.
QuRE-1216,Premium Traffic: Premium Traffic provides high quality traffic information based on floating car data (GPS- or GSM-probes) using a digital bearer with a bandwidth much higher than the currently used FM-RDS channel.
QuRE-1217,During Dynamic Roller Test environment temperature may be much higher or lower than intake air temperature.
QuRE-1218,x is much bigger at low temperatures due to unequal warming.
QuRE-1219,Thus the battery will be much more cycled throughout the vehicle life compared to a lead-acid battery.
QuRE-1220,"In this case, the ARC will be active for a much longer time compared to when used for regular Augmented Reality."
QuRE-1221,Application recommendation can include much more content in quality testing which leads to better qualification and characterization of tested MOST devices.
QuRE-1222,"This ""switch off"" will happen in normal cases 1 to 6 hours after switching off terminal 15, but when the battery has a bad charge condition this ""Switch off"" might happen much earlier."
QuRE-1223,Especially the hybrid could lead to very high engine speed gradients that are much higher than those of conventional starters.
QuRE-1224,The start of the engine has also to be assured on hybrid systems that might have much higher engine speed gradients while starting.
QuRE-1225,"Exceeding the guaranteed write cycles shall not automatically result in the lock out of a cell, since the number of actual write cycles is usually much higher than the guaranteed number."
QuRE-1226,"If the plant is within a reasonable driving distance, the deployment team will be expected to be ready much sooner"
QuRE-1227,"Due to higher electrical power when DC-charging Mode 4, the cooling power needed is much higher than the AC-cooling power."
QuRE-1228,With this type of measurement it is possible to see much more data than via diagnostics.
QuRE-1229,The antenna for the far range scan shall be seperate from the antenna for the near range scan.
QuRE-1230,The nearest object to estimated vehicle path has the nearest lateral position to the estimated vehicle path but is still on the left lane.
QuRE-1231,"``It is feasible, that the object detection area is limited directly in front of the host vehicle by the sensor field of view of the near range scan, the far range scan and the minimum detection range; this is not shown in the drawing."
QuRE-1232,"The radial maximum detection and tracking range of the near range scan shall be large enough to safeguard the deliverance of sensor objects up to the maximum longitudinal distance of ODA-Near including the required over/underdrivable classification and without ambiguities (distance, velocity, angle etc.), i."
QuRE-1233,The signal state LONG_COLLISION_WARN has to be determined preferably in the complete detection field of the component and may not be limited to the overlap region of the near range scan and the far range scan.
QuRE-1234,"This signal state signalizes the nearest comoving, stopped or a priori stationary object (Dist_X) on the ego lane of the system vehicle which is outside of the respective range limit."
QuRE-1235,This signal transmits the level of the system damping of the near range sensors.
QuRE-1236,"First extrapolations show that within the FoV of the near range scan and the far range scan about 150 stationary objects can be detected, tracked and/or predicted within a range of 100m in complex environments on highways; taking into account the additional range needed for obstacle classification the detection range and hence the number of detectable objects will be even larger."
